,movieid,castid,character_name,actor_name,order
9799,73723.0,8,Ted Wiggins (voice),Zac Efron,0
9800,73723.0,9,The Lorax (voice),Danny DeVito,1
9801,73723.0,10,Audrey (voice),Taylor Swift,2
9802,73937.0,1,Kenny Bostick,Owen Wilson,0
9803,73937.0,2,Stu Preissler,Steve Martin,1
9804,73937.0,3,Brad Harris,Jack Black,2
9805,75674.0,4,Lisa Morales,Roselyn Sánchez,0
9806,75674.0,5,Sanchez,Emilio Rivera,1
9807,75674.0,6,Walter Ross,Nestor Serrano,2
9808,59962.0,3,Lauren,Reese Witherspoon,0
9809,59962.0,4,FDR Foster,Chris Pine,1
9810,59962.0,7,Tuck,Tom Hardy,2
9811,49529.0,5,John Carter,Taylor Kitsch,0
9812,49529.0,20,Dejah Thoris,Lynn Collins,1
9813,49529.0,7,Sola,Samantha Morton,2
9814,79108.0,1,David Wozniak,Patrick Huard,0
9815,79108.0,2,Valérie,Julie Le Breton,1
9816,79108.0,5,Avocat,Antoine Bertrand,2
9817,74387.0,3,Doug Glatt,Seann William Scott,0
9818,74387.0,2,Pat,Jay Baruchel,1
9819,74387.0,5,Eva,Alison Pill,2
9820,80184.0,3,Adrián,Quim Gutiérrez,0
9821,80184.0,2,Fabiana,Martina García,1
9822,80184.0,4,Belén,Clara Lago,2
9823,77949.0,1021,Florence Cathcart,Rebecca Hall,0
9824,77949.0,1022,Robert Mallory,Dominic West,1
9825,77949.0,1023,Maud Hill,Imelda Staunton,2
9826,41411.0,18,Dr. David Sheinbaum,Jean Reno,0
9827,41411.0,19,Annette Monod,Mélanie Laurent,1
9828,41411.0,7,Schmuel Weismann,Gad Elmaleh,2
9829,64688.0,2,Jenko,Channing Tatum,0
9830,64688.0,3,Schmidt,Jonah Hill,1
9831,64688.0,4,Molly Tracey,Brie Larson,2
9832,82532.0,21,Jeff,Jason Segel,0
9833,82532.0,4,Pat,Ed Helms,1
9834,82532.0,5,Sharon,Susan Sarandon,2
9835,81796.0,1,Snow,Guy Pearce,0
9836,81796.0,2,Emilie Warnock,Maggie Grace,1
9837,81796.0,3,Hydell,Joseph Gilgun,2
9838,81390.0,1,Alison,Melissa George,0
9839,81390.0,17,Ed,Ed Speleers,1
9840,81390.0,3,Andy,Eamonn Walker,2
9841,80767.0,1001,Himself,Jiro Ono,0
9842,80767.0,1002,Himself,Masuhiro Yamamoto,1
9843,80767.0,1005,Himself,Yoshikazu Ono,2
9844,81025.0,1019,Harriet Chetwode-Talbot,Emily Blunt,0
9845,81025.0,1008,Dr. Alfred Jones,Ewan McGregor,1
9846,81025.0,1009,Patricia Maxwell,Kristin Scott Thomas,2
9847,57165.0,4,Perseus,Sam Worthington,0
9848,57165.0,3,Zeus,Liam Neeson,1
9849,57165.0,6,Hades,Ralph Fiennes,2
9850,74308.0,4,Henry Barthes,Adrien Brody,0
9851,74308.0,8,Principal Carol Dearden,Marcia Gay Harden,1
9852,74308.0,18,Mr. Charles Seaboldt,James Caan,2
9853,10679.0,4,Renate Richter,Julia Dietze,0
9854,10679.0,5,James Washington,Christopher Kirby,1
9855,10679.0,7,Klaus Adler,Götz Otto,2
9856,71552.0,11,Jim Levenstein,Jason Biggs,0
9857,71552.0,6,Michelle Flaherty-Levenstein,Alyson Hannigan,1
9858,71552.0,2,Steve Stifler,Seann William Scott,2
9859,22970.0,9,Dana Polk,Kristen Connolly,0
9860,22970.0,7,Curt Vaughn,Chris Hemsworth,1
9861,22970.0,12,Jules Louden,Anna Hutchison,2
9862,74306.0,3,Frank,Joel Murray,0
9863,74306.0,4,Roxy,Tara Lynne Barr,1
9864,74306.0,5,Ava,Mackenzie Brooke Smith,2
9865,70436.0,3,Edgar Allan Poe,John Cusack,0
9866,70436.0,4,Detective Emmett Fields,Luke Evans,1
9867,70436.0,2,Emily,Alice Eve,2
9868,62764.0,5,Evil Queen,Julia Roberts,0
9869,62764.0,4,Snow White,Lily Collins,1
9870,62764.0,6,Prince Andrew Alcott,Armie Hammer,2
9871,44833.0,3,Lieutenant Alex Hopper,Taylor Kitsch,0
9872,44833.0,8,Commander Stone Hopper,Alexander Skarsgård,1
9873,44833.0,4,Petty Officer Cora 'Weps' Raikes,Rihanna,2
9874,74534.0,2,Douglas Ainslie,Bill Nighy,0
9875,74534.0,3,Muriel Donnelly,Maggie Smith,1
9876,74534.0,4,Graham Dashwood,Tom Wilkinson,2
9877,75802.0,2,Charlotte Dalrymple,Maggie Gyllenhaal,0
9878,75802.0,3,Dr. Mortimer Granville,Hugh Dancy,1
9879,75802.0,4,Dr. Robert Dalrymple,Jonathan Pryce,2
9880,72207.0,7,Tom Solomon,Jason Segel,0
9881,72207.0,1,Violet Barnes,Emily Blunt,1
9882,72207.0,9,Alex Eilhauer,Chris Pratt,2
9883,67660.0,6,Dominic,Michael Ealy,0
9884,67660.0,10,Jeremy Kern,Jerry Ferrara,1
9885,67660.0,11,Mya,Meagan Good,2
9886,77877.0,4,Logan Thibault,Zac Efron,0
9887,77877.0,5,Nana,Blythe Danner,1
9888,77877.0,6,Beth Clayton,Taylor Schilling,2
9889,72387.0,3,Luke Wright,Jason Statham,0
9890,72387.0,4,Mayor Tremello,Chris Sarandon,1
9891,72387.0,5,Han Jiao,James Hong,2
9892,62213.0,4,Barnabas Collins,Johnny Depp,0
9893,62213.0,6,Elizabeth Collins Stoddard,Michelle Pfeiffer,1
9894,62213.0,8,Dr. Julia Hoffman,Helena Bonham Carter,2
9895,61979.0,1,Babi,María Valverde,0
9896,61979.0,2,Hache,Mario Casas,1
9897,61979.0,3,Pollo,Álvaro Cervantes,2
9898,76493.0,4,Aladeen / Efawadh,Sacha Baron Cohen,0
9899,76493.0,5,Omar,Sayed Badreya,1
9900,76493.0,6,Doctor,Aasif Mandvi,2
9901,14400.0,1,Largo Winch,Tomer Sisley,0
9902,14400.0,2,Ann Ferguson,Kristin Scott Thomas,1
9903,14400.0,4,Léa / Naomi,Mélanie Thierry,2
9904,41154.0,4,Agent J,Will Smith,0
9905,41154.0,5,Agent K,Tommy Lee Jones,1
9906,41154.0,6,Young Agent K,Josh Brolin,2
9907,58595.0,1027,Snow White,Kristen Stewart,0
9908,58595.0,1003,Queen Ravenna,Charlize Theron,1
9909,58595.0,1005,The Huntsman,Chris Hemsworth,2
9910,93856.0,1005,Chris,Jesse McCartney,0
9911,93856.0,1006,Paul,Jonathan Sadowski,1
9912,93856.0,1008,Natalie,Olivia Taylor Dudley,2
9913,72197.0,1,Pirate Captain (voice),Hugh Grant,0
9914,72197.0,2,The Pirate with Gout (voice),Brendan Gleeson,1
9915,72197.0,3,Black Bellamy (voice),Jeremy Piven,2
9916,94363.0,19,Luli McMullen,Chloë Grace Moretz,0
9917,94363.0,10,Glenda,Blake Lively,1
9918,94363.0,11,Eddie Kreezer,Eddie Redmayne,2
9919,70981.0,5,Dr. Elizabeth Shaw,Noomi Rapace,0
9920,70981.0,1,David,Michael Fassbender,1
9921,70981.0,4,Peter Weyland,Guy Pearce,2
9922,111440.0,1,Annie Barlow,Caity Lotz,0
9923,111440.0,2,Bill Creek,Casper Van Dien,1
9924,111440.0,3,Nicole Barlow,Agnes Bruckner,2
9925,92591.0,13,Bernie Tiede,Jack Black,0
9926,92591.0,14,Marjorie Nugent,Shirley MacLaine,1
9927,92591.0,12,Danny Buck Davidson,Matthew McConaughey,2
9928,50647.0,1,George,Paul Rudd,0
9929,50647.0,3,Linda,Jennifer Aniston,1
9930,50647.0,5,Seth,Justin Theroux,2
9931,83666.0,25,Captain Sharp,Bruce Willis,0
9932,83666.0,26,Scout Master Ward,Edward Norton,1
9933,83666.0,32,Sam,Jared Gilman,2
9934,80389.0,1001,Driver,Mel Gibson,0
9935,80389.0,1002,Frank,Peter Stormare,1
9936,80389.0,1003,Bill,Dean Norris,2
9937,49014.0,5,Eric Packer,Robert Pattinson,0
9938,49014.0,10,Didi Fancher,Juliette Binoche,1
9939,49014.0,11,Elise Shifrin,Sarah Gadon,2
9940,72358.0,3,Jack McCall,Eddie Murphy,0
9941,72358.0,4,Samantha Davis,Allison Janney,1
9942,72358.0,5,Dr. Sinja,Cliff Curtis,2
9943,84332.0,1004,Darius Britt,Aubrey Plaza,0
9944,84332.0,1006,Kenneth Calloway,Mark Duplass,1
9945,84332.0,1011,Jeff Schwensen,Jake Johnson,2
9946,80321.0,2,Alex (voice),Ben Stiller,0
9947,80321.0,3,King Julien XIII (voice),Sacha Baron Cohen,1
9948,80321.0,4,Melman (voice),David Schwimmer,2
9949,22855.0,4,Batman / Bruce Wayne (voice),Kevin Conroy,0
9950,22855.0,5,Superman (voice),Tim Daly,1
9951,22855.0,6,Lex Luthor (voice),Clancy Brown,2
9952,62177.0,1,Mérida (voice),Kelly Macdonald,0
9953,62177.0,3,King Fergus (voice),Billy Connolly,1
9954,62177.0,4,Queen Elinor (voice),Emma Thompson,2
9955,13313.0,1,Belle,Paige O'Hara,0
9956,13313.0,2,Beast,Robby Benson,1
9957,13313.0,3,Lumiere,Jerry Orbach,2
9958,13761.0,1,Pocahontas (voice),Irene Bedard,0
9959,13761.0,2,King James (voice),Jim Cummings,1
9960,13761.0,3,John Smith (voice),Donal Gibson,2
9961,86467.0,1002,Georges Duroy,Robert Pattinson,0
9962,86467.0,1004,Madeleine Forestier,Uma Thurman,1
9963,86467.0,1003,Clotilde de Marelle,Christina Ricci,2
9964,76494.0,3,Jules Baxter,Cameron Diaz,0
9965,76494.0,5,Holly,Jennifer Lopez,1
9966,76494.0,4,Wendy Cooper,Elizabeth Banks,2
9967,81836.0,4,Mark Lovegood,Woody Allen,0
9968,81836.0,8,Leopoldo,Roberto Benigni,1
9969,81836.0,6,Anna,Penélope Cruz,2
9970,72331.0,8,Abraham Lincoln,Benjamin Walker,0
9971,72331.0,39,Henry Sturgess,Dominic Cooper,1
9972,72331.0,7,Will Johnson,Anthony Mackie,2
9973,80585.0,19,Sherrie Christian,Julianne Hough,0
9974,80585.0,18,Drew Boley,Diego Boneta,1
9975,80585.0,1,Stacee Jaxx,Tom Cruise,2
9976,88005.0,3,Dodge Petersen,Steve Carell,0
9977,88005.0,2,Penelope 'Penny' Lockhart,Keira Knightley,1
9978,88005.0,26,Diane,Connie Britton,2
9979,13042.0,6,Presto DiGiotagione / Alec Azam (voice),Doug Sweetland,0
9980,13932.0,8,Agent Rick Dicker (voice),Bud Luckey,2
9981,13932.0,9,Jack-Jack Parr (voice),Eli Fucile,3
9982,13932.0,10,Buddy Pine / Syndrome (voice),Jason Lee,4
9983,72105.0,10,John Bennett,Mark Wahlberg,0
9984,72105.0,17,Lori Collins,Mila Kunis,1
9985,72105.0,9,Ted (voice),Seth MacFarlane,2
9986,77930.0,1024,Mike 'Magic Mike' Martingano,Channing Tatum,0
9987,77930.0,1021,Dallas,Matthew McConaughey,1
9988,77930.0,1033,Adam,Alex Pettyfer,2
9989,83770.0,2,Dean Moriarty / Neal Cassady,Garrett Hedlund,0
9990,83770.0,1,Sal Paradise / Jack Kerouac,Sam Riley,1
9991,83770.0,3,Marylou / LuAnne Henderson,Kristen Stewart,2
9992,1930.0,56,Peter Parker / Spider-Man,Andrew Garfield,0
9993,1930.0,57,Gwen Stacy,Emma Stone,1
9994,1930.0,58,Dr. Curt Connors / The Lizard,Rhys Ifans,2
9995,23823.0,1,Nate,Tom Frederic,0
9996,23823.0,2,Alex,Janet Montgomery,1
9997,23823.0,3,Sophie,Louise Cliffe,2
9998,57800.0,3,Sid (voice),John Leguizamo,0
9999,57800.0,4,Manny (voice),Ray Romano,1
10000,57800.0,2,Scrat (voice),Chris Wedge,2
10001,84175.0,7,Hushpuppy,Quvenzhané Wallis,0
10002,84175.0,8,Wink,Dwight Henry,1
10003,84175.0,9,Jean Battiste,Levy Easterly,2
10004,98548.0,11,Sam,Chris Pine,0
10005,98548.0,12,Frankie,Elizabeth Banks,1
10006,98548.0,13,Hannah,Olivia Wilde,2
10007,82525.0,52,"Ophelia ""O"" Sage",Blake Lively,0
10008,82525.0,53,Chon,Taylor Kitsch,1
10009,82525.0,54,Ben,Aaron Taylor-Johnson,2
10010,13929.0,3,Geri (voice),Bob Peterson,0
10011,80035.0,6,Evan,Ben Stiller,0
10012,80035.0,7,Bob,Vince Vaughn,1
10013,80035.0,5,Franklin,Jonah Hill,2
10014,73567.0,3,Killer Joe Cooper,Matthew McConaughey,0
10015,73567.0,4,Chris Smith,Emile Hirsch,1
10016,73567.0,5,Ansel,Thomas Haden Church,2
10017,13930.0,3,Bird (voice) (uncredited),Ralph Eggleston,0
10018,103332.0,8,Calvin,Paul Dano,0
10019,103332.0,14,Ruby,Zoe Kazan,1
10020,103332.0,13,Harry,Chris Messina,2
10021,64635.0,2,Doug Quaid/Carl Hauser,Colin Farrell,0
10022,64635.0,4,Lori Quaid,Kate Beckinsale,1
10023,64635.0,6,Melina,Jessica Biel,2
10024,56909.0,1001,Giorgio,Raoul Bova,0
10025,56909.0,1002,Francesca,Ambra Angiolini,1
10026,56909.0,1003,Piero,Luca Bizzarri,2
10027,8736.0,3,Jean-Claude,Jean-Luc Couchard,0
10028,8736.0,4,Natacha,Mélanie Laurent,1
10029,8736.0,5,Nadine,Marion Cotillard,2
10030,13676.0,4,Ariel (voice),Jodi Benson,0
10031,13676.0,5,Sebastian (voice),Samuel E. Wright,1
10032,13676.0,6,Marina Del Ray (voice),Sally Field,2
10033,37724.0,1,James Bond,Daniel Craig,0
10034,37724.0,29,M,Judi Dench,1
10035,37724.0,12,Silva,Javier Bardem,2
10036,77953.0,12,Cam Brady,Will Ferrell,0
10037,77953.0,13,Marty Huggins,Zach Galifianakis,1
10038,77953.0,11,Tim Wattley,Dylan McDermott,2
10039,82696.0,13,Kay,Meryl Streep,0
10040,82696.0,14,Dr. Bernie Feld,Steve Carell,1
10041,82696.0,15,Arnold Soames,Tommy Lee Jones,2
10042,77174.0,10,Norman Babcock (voice),Kodi Smit-McPhee,0
10043,77174.0,12,Neil Downe (voice),Tucker Albrizzi,1
10044,77174.0,8,Aggie Prenderghast (voice),Jodelle Ferland,2
10045,82650.0,15,Greg Heffley,Zachary Gordon,0
10046,82650.0,17,Rowley Jefferson,Robert Capron,1
10047,82650.0,11,Rodrick Heffley,Devon Bostick,2
10048,84184.0,1,Celeste Martin,Rashida Jones,0
10049,84184.0,2,Jesse Abrams,Andy Samberg,1
10050,84184.0,4,Scott,Elijah Wood,2
10051,109513.0,11,Annie Bean,Kristen Bell,0
10052,109513.0,13,Charles Bronson/Yul Perrkins,Dax Shepard,1
10053,109513.0,18,Randy Anderson,Tom Arnold,2
10054,14128.0,4,Cinderella (voice),Jennifer Hale,0
10055,14128.0,23,Jaq / Grand Duke / Baker / Sir Hugh (voice),Rob Paulsen,1
10056,14128.0,6,Gus (voice),Corey Burton,2
10057,49526.0,1,Wilee,Joseph Gordon-Levitt,0
10058,49526.0,3,Bobby Monday,Michael Shannon,1
10059,49526.0,4,Vanessa,Dania Ramirez,2
10060,71864.0,3,Cindy Green,Jennifer Garner,0
10061,71864.0,4,Jim Green,Joel Edgerton,1
10062,71864.0,5,Franklin Crudstaff,Ron Livingston,2
10063,82633.0,14,Jack Bondurant,Shia LaBeouf,0
10064,82633.0,11,Forrest Bondurant,Tom Hardy,1
10065,82633.0,28,Charlie Rakes,Guy Pearce,2
10066,71668.0,5,Maddy,Danielle Panabaker,0
10067,71668.0,8,Barry,Matt Bush,1
10068,71668.0,4,Shelby,Katrina Bowden,2
10069,89691.0,2,Emily,Alice Eve,0
10070,89691.0,3,Corey,Josh Peck,1
10071,89691.0,4,David,Brian Geraghty,2
10072,84334.0,1003,Himself,Dennis Coffey,0
10073,84334.0,1004,Himself,Rodriguez,1
10074,84334.0,1005,Himself,Stephen Segerman,2
10075,77883.0,23,Clyde,Jeffrey Dean Morgan,0
10076,77883.0,31,Em,Natasha Calis,1
10077,77883.0,37,Hannah,Madison Davenport,2
10078,48034.0,1,Max Cantara,François Cluzet,0
10079,48034.0,16,Marie,Marion Cotillard,1
10080,48034.0,3,Vincent Ribaud,Benoît Magimel,2
10081,84174.0,7,Regan Crawford,Kirsten Dunst,0
10082,84174.0,8,Katie Lawrence,Isla Fisher,1
10083,84174.0,10,Gena Myers,Lizzy Caplan,2
10084,83686.0,4,Rory Jansen,Bradley Cooper,0
10085,83686.0,5,Dora Jansen,Zoe Saldana,1
10086,83686.0,6,The Old Man,Jeremy Irons,2
10087,114150.0,7,Beca Mitchell,Anna Kendrick,0
10088,114150.0,17,Jesse Swanson,Skylar Astin,1
10089,114150.0,8,Chloe Beale,Brittany Snow,2
10090,77948.0,11,Will Shaw,Henry Cavill,0
10091,77948.0,18,Lucia,Verónica Echegui,1
10092,77948.0,31,Jean Carrack,Sigourney Weaver,2
10093,59967.0,3,Joe,Joseph Gordon-Levitt,0
10094,59967.0,4,Old Joe,Bruce Willis,1
10095,59967.0,2,Sara,Emily Blunt,2
10096,84188.0,3,Sandra,Ann Dowd,0
10097,84188.0,4,Becky,Dreama Walker,1
10098,84188.0,5,Officer Daniels,Pat Healy,2
10099,87428.0,3,Donny Berger,Adam Sandler,0
10100,87428.0,5,Mary McGarricle,Susan Sarandon,1
10101,87428.0,12,Ms. McGarricle,Eva Amurri Martino,2
10102,26505.0,9,Arthur Montgomery,Freddie Highmore,0
10103,26505.0,12,Granny,Mia Farrow,1
10104,26505.0,14,Jake,Logan Miller,2
10105,84329.0,2,Frank,Frank Langella,0
10106,84329.0,3,Madison,Liv Tyler,1
10107,84329.0,4,Hunter,James Marsden,2
10108,71679.0,1,Alice,Milla Jovovich,0
10109,71679.0,3,Jill Valentine,Sienna Guillory,1
10110,71679.0,14,Rain Ocampo,Michelle Rodriguez,2
10111,87825.0,15,Gus,Clint Eastwood,0
10112,87825.0,12,Mickey Lobel,Amy Adams,1
10113,87825.0,10,Johnny Flanagan,Justin Timberlake,2
10114,68722.0,4,Freddie Quell,Joaquin Phoenix,0
10115,68722.0,5,Lancaster Dodd,Philip Seymour Hoffman,1
10116,68722.0,3,Peggy Dodd,Amy Adams,2
10117,49049.0,2,Judge Dredd,Karl Urban,0
10118,49049.0,3,Anderson,Olivia Thirlby,1
10119,49049.0,8,Ma-Ma,Lena Headey,2
10120,60599.0,2,Robert Miller,Richard Gere,0
10121,60599.0,4,Ellen Miller,Susan Sarandon,1
10122,60599.0,3,Det. Michael Bryer,Tim Roth,2
10123,77016.0,2,Brian Taylor,Jake Gyllenhaal,0
10124,77016.0,9,Mike Zavala,Michael Peña,1
10125,77016.0,5,Gabby Zavala,Natalie Martinez,2
10126,84348.0,1,Gary,Calvin Lee Reeder,0
10127,84348.0,2,Zak,Lane Hughes,1
10128,84348.0,16,Rock,Adam Wingard,2
10129,84892.0,6,Charlie Kelmeckis,Logan Lerman,0
10130,84892.0,12,Sam,Emma Watson,1
10131,84892.0,9,Patrick,Ezra Miller,2
10132,103663.0,7,Lucas,Mads Mikkelsen,0
10133,103663.0,8,Nadja,Alexandra Rapaport,1
10134,103663.0,9,Theo,Thomas Bo Larsen,2
10135,103328.0,3,Kay M,Eva Mendes,0
10136,103328.0,4,Eva Grace,Kylie Minogue,1
10137,103328.0,5,L'homme à la tache de vin,Michel Piccoli,2
10138,75638.0,3,Margaret Matheson,Sigourney Weaver,0
10139,75638.0,1,Simon Silver,Robert De Niro,1
10140,75638.0,4,Tom Buckley,Cillian Murphy,2
10141,82675.0,11,Bryan Mills,Liam Neeson,0
10142,82675.0,12,Kim,Maggie Grace,1
10143,82675.0,13,Lenore,Famke Janssen,2
10144,82390.0,2,Jack Jansen,Zac Efron,0
10145,82390.0,3,Ward Jansen,Matthew McConaughey,1
10146,82390.0,4,Charlotte Bless,Nicole Kidman,2
10147,88273.0,4,Johann Friedrich Struensee,Mads Mikkelsen,0
10148,88273.0,5,Ove Høegh-Guldberg,David Dencik,1
10149,88273.0,6,Caroline Mathilde,Alicia Vikander,2
10150,82505.0,8,Elissa Cassidy,Jennifer Lawrence,0
10151,82505.0,6,Ryan Jacobson,Max Thieriot,1
10152,82505.0,7,Sarah Cassidy,Elisabeth Shue,2
10153,86597.0,3,Julia Denning,Jessica Biel,0
10154,86597.0,4,Jenny,Jodelle Ferland,1
10155,86597.0,5,Lt Dodd,Stephen McHattie,2
10156,110160.0,1,Laurence Alia,Melvil Poupaud,0
10157,110160.0,2,Fred Bellair,Suzanne Clément,1
10158,110160.0,3,Julienne Alia,Nathalie Baye,2
10159,80271.0,5,Lola Williams,Miley Cyrus,0
10160,80271.0,4,Anne Williams,Demi Moore,1
10161,80271.0,12,Kyle Ross,Douglas Booth,2
10162,97365.0,2,Stéphanie,Marion Cotillard,0
10163,97365.0,3,Ali van Versch,Matthias Schoenaerts,1
10164,97365.0,9,Martial,Bouli Lanners,2
10165,70667.0,4,Thor Heyerdahl,Pål Sverre Hagen,0
10166,70667.0,5,Herman Watzinger,Anders Baasmo Christiansen,1
10167,70667.0,8,Knut Haugland,Tobias Santelmann,2
10168,62214.0,20,Victor Frankenstein (voice),Charlie Tahan,0
10169,62214.0,7,Mrs. Frankenstein / Weird Girl / Gym Teacher (voice),Catherine O'Hara,1
10170,62214.0,9,Mr. Frankenstein / Mr. Burgemeister / Nassor (voice),Martin Short,2
10171,82507.0,3,Ellison Oswalt,Ethan Hawke,0
10172,82507.0,8,Tracy Oswalt,Juliet Rylance,1
10173,82507.0,4,Professor Jonas,Vincent D'Onofrio,2
10174,76492.0,2,Dracula (voice),Adam Sandler,0
10175,76492.0,3,Wayne (voice),Steve Buscemi,1
10176,76492.0,5,Griffin - The Invisible Man (voice),David Spade,2
10177,68734.0,3,Tony Mendez,Ben Affleck,0
10178,68734.0,4,Jack O'Donnell,Bryan Cranston,1
10179,68734.0,6,Lester Siegel,Alan Arkin,2
10180,86838.0,3,Marty Faranan,Colin Farrell,0
10181,86838.0,6,Billy Bickle,Sam Rockwell,1
10182,86838.0,4,Charlie Costello,Woody Harrelson,2
10183,79697.0,1012,Boyd Bolton,Hugh Jackman,0
10184,79697.0,1013,Laura Pickler,Jennifer Garner,1
10185,79697.0,1015,Bob Pickler,Ty Burrell,2
10186,84306.0,2,Jesse Fisher,Josh Radnor,0
10187,84306.0,3,Zibby,Elizabeth Olsen,1
10188,84306.0,4,Professor Peter Hoberg,Richard Jenkins,2
10189,80280.0,2,Clara,Leticia Dolera,0
10190,80280.0,3,Niña Medeiros,Javier Botet,1
10191,80280.0,4,Koldo,Diego Martín,2
10192,99770.0,5,Obélix,Gérard Depardieu,0
10193,99770.0,6,Astérix,Edouard Baer,1
10194,99770.0,9,Jolitorax,Guillaume Gallienne,2
10195,82990.0,7,Katie,Katie Featherston,0
10196,82990.0,9,Alex,Kathryn Newton,1
10197,82990.0,10,Ben,Matt Shively,2
10198,94348.0,12,Dr. Alex Cross,Tyler Perry,0
10199,94348.0,11,Monica Ashe,Rachel Nichols,1
10200,94348.0,13,Leon Mercier,Jean Reno,2
10201,83542.0,1,Dr. Henry Goose / Hotel Manager / Isaac Sachs / Dermot Hoggins / Cavendish Look-a-Like Actor / Zachry,Tom Hanks,0
10202,83542.0,2,Native Woman / Jocasta Ayrs / Luisa Rey / Indian Party Guest / Ovid / Meronym,Halle Berry,1
10203,83542.0,7,Captain Molyneux / Vyvyan Ayrs / Timothy Cavendish / Korean Musician / Prescient 2,Jim Broadbent,2
10204,61012.0,5,Heather Mason / Sharon Da Silva / Alessa,Adelaide Clemens,0
10205,61012.0,10,Vincent Carter,Kit Harington,1
10206,61012.0,2,Harry Mason / Christopher Da Silva,Sean Bean,2
10207,82684.0,11,Frosty Hesson,Gerard Butler,0
10208,82684.0,20,Jay Moriarity,Jonny Weston,1
10209,82684.0,12,Christy Moriarity,Elisabeth Shue,2
10210,87826.0,1011,Bella Flores,Salma Hayek,0
10211,87826.0,1012,Scott Voss,Kevin James,1
10212,87826.0,1013,Marty,Henry Winkler,2
10213,64689.0,1,Jackie Cogan,Brad Pitt,0
10214,64689.0,7,Frankie,Scoot McNairy,1
10215,64689.0,8,Russell,Ben Mendelsohn,2
10216,84287.0,2,Himself,Frédéric Bourdin,0
10217,84287.0,3,Frédéric Bourdin,Adam O'Brian,1
10218,84287.0,4,Carey Gibson,Anna Ruben,2
10219,113947.0,3,Mark O'Brien,John Hawkes,0
10220,113947.0,4,Cheryl Cohen Greene,Helen Hunt,1
10221,113947.0,5,Father Brendan,William H. Macy,2
10222,82690.0,9,Wreck-It Ralph (voice),John C. Reilly,0
10223,82690.0,11,Vanellope von Schweetz (voice),Sarah Silverman,1
10224,82690.0,12,Fix-It Felix (voice),Jack McBrayer,2
10225,82693.0,31,"Pat Solitano, Jr.",Bradley Cooper,0
10226,82693.0,4,Tiffany Maxwell,Jennifer Lawrence,1
10227,82693.0,5,"Pat Solitano, Sr.",Robert De Niro,2
10228,87502.0,50,Whip Whitaker,Denzel Washington,1
10229,87502.0,51,Hugh Lang,Don Cheadle,2
10230,87502.0,52,Charlie Anderson,Bruce Greenwood,3
10231,96724.0,4,Anna Karenina,Keira Knightley,0
10232,96724.0,5,Alexei Karenin,Jude Law,1
10233,96724.0,9,Alexei Vronsky,Aaron Taylor-Johnson,2
10234,87827.0,15,Pi Patel (16 / 17 Years),Suraj Sharma,0
10235,87827.0,13,Pi Patel (Adult),Irrfan Khan,1
10236,87827.0,17,Pi Patel (11 / 12 Years),Ayush Tandon,2
10237,97430.0,3,Jack Knife,Russell Crowe,0
10238,97430.0,5,Madame Blossom,Lucy Liu,1
10239,97430.0,4,Lady Silk,Jamie Chung,2
10240,118957.0,3,Tina,Sharni Vinson,0
10241,118957.0,2,Jaimie,Phoebe Tonkin,1
10242,118957.0,4,Doyle,Julian McMahon,2
10243,123105.0,3,Stephanie,Kristen Connolly,0
10244,123105.0,21,Alex,Will Rogers,1
10245,123105.0,5,Officer Jimson,Michael Beasley,2
10246,127493.0,3,Will Montgomery,Nicolas Cage,0
10247,127493.0,4,Riley Simms,Malin Åkerman,1
10248,127493.0,5,Cab Driver,Josh Lucas,2
10249,86837.0,6,Anne,Emmanuelle Riva,0
10250,86837.0,4,Georges,Jean-Louis Trintignant,1
10251,86837.0,3,Eva,Isabelle Huppert,2
10252,65851.0,3,Himself,Johnny Knoxville,1
10253,65851.0,13,Himself,Ryan Dunn,2
10254,65851.0,5,Himself,Dave England,3
10255,80215.0,1002,Himself,Jonathan Blow,0
10256,80215.0,1003,Himself,Phil Fish,1
10257,80215.0,1004,Himself,Edmund McMillen,2
10258,123025.0,6,Batman / Bruce Wayne,Peter Weller,0
10259,123025.0,7,Robin / Carrie Kelley,Ariel Winter,1
10260,123025.0,13,James Gordon,David Selby,2
10261,72976.0,4,Abraham Lincoln,Daniel Day-Lewis,0
10262,72976.0,8,Mary Todd Lincoln,Sally Field,1
10263,72976.0,12,William Seward,David Strathairn,2
10264,50620.0,63,Isabella 'Bella' Swan,Kristen Stewart,0
10265,50620.0,64,Edward Cullen,Robert Pattinson,1
10266,50620.0,65,Jacob Black,Taylor Lautner,2
10267,58547.0,1,Jill Montez,Kate Mara,0
10268,58547.0,2,Jake,Channing Tatum,1
10269,58547.0,3,Mary,Rosario Dawson,2
10270,60747.0,9,Jed Eckert,Chris Hemsworth,0
10271,60747.0,10,Robert Kitner,Josh Hutcherson,1
10272,60747.0,11,Erica Martin,Isabel Lucas,2
10273,81188.0,2,Jack Frost (voice),Chris Pine,0
10274,81188.0,5,North (voice),Alec Baldwin,1
10275,81188.0,4,Pitch (voice),Jude Law,2
10276,97614.0,3,Addison,Eric Bana,0
10277,97614.0,4,Liza,Olivia Wilde,1
10278,97614.0,5,Jay,Charlie Hunnam,2
10279,102780.0,3,Eleanor Webb,Saoirse Ronan,0
10280,102780.0,4,Clara Webb,Gemma Arterton,1
10281,102780.0,7,Darvell,Sam Riley,2
